symbol,pricesale,marketcap,avgdailyvol,px
POZN,8.32,228700000.0,412366.0,7.13
TCPC,0,0,371055.0,16.06
NUVA,2.94,2202000000.0,372547.0,46.83
COWN,1.42,495900000.0,595921.0,4.38
REED,1.68,71100000.0,47671.0,5.44
KALU,0.93,1224000000.0,207692.0,69.24
DKL,0.97,865300000.0,91842.0,35.78
FXEN,2.0,81700000.0,235819.0,1.51
CTBI,3.43,574300000.0,42742.0,33.1
SXCP,1.48,938800000.0,68663.0,25.1
URG,3.33,103400000.0,433795.0,0.8
URBN,1.42,4655000000.0,2598340.0,35.36
URI,1.5,8731000000.0,2321180.0,90.46
VIRC,0.23,35600000.0,27813.0,2.4
IPG,1.16,8678000000.0,2979890.0,20.75
ESGR,3.51,2705000000.0,16440.0,140.89
NGD,2.91,2169000000.0,5467820.0,4.3
ATSG,0.96,568200000.0,145018.0,8.75
NGG,2.45,53405000000.0,460523.0,70.81
HDS,0.61,5619000000.0,1599590.0,28.92
HDP,21.71,952300000.0,595197.0,23.02
NGL,0.16,2605000000.0,697389.0,29.14
EROC,0.28,365200000.0,1169130.0,2.32
HDB,70.34,296700000000.0,903063.0,61.84
NGS,2.96,275500000.0,55913.0,22.01
EROS,4.28,1044000000.0,157490.0,19.04
BMA,1.85,2268000000.0,131253.0,38.81
BMI,2.34,841200000.0,45871.0,58.22
BMO,3.14,40705000000.0,761729.0,62.72
BMR,7.35,4845000000.0,1684590.0,24.97
BMS,0.91,4512000000.0,1562350.0,45.17
BMY,6.41,103600000000.0,6834480.0,62.46
DTLK,0.45,280600000.0,60792.0,12.18
SHW,2.39,26427000000.0,644706.0,275.29
IT,3.85,7539000000.0,310866.0,85.64
ACFC,3.11,56500000.0,11545.0,3.66
SHG,2.71,20310000000.0,56368.0,42.83
POST,0.77,2190000000.0,743550.0,48.83
SHO,3.34,3693000000.0,1782470.0,17.98
MGA,0.55,19854000000.0,629231.0,95.75
MGI,0.31,501800000.0,421119.0,9.3
MGM,1.0,10259000000.0,10721200.0,20.89
TBI,0.42,816300000.0,275269.0,20.46
TBK,2.89,233000000.0,112179.0,12.97
PDM,5.4,3088000000.0,1017080.0,20.01
ECL,2.24,32118000000.000004,1587730.0,107.02
LUV,1.67,31413000000.0,8582180.0,46.4
LUX,3.24,27905000000.0,48255.0,58.49
CLRX,5.56,2300000.0,59989.0,0.8
OTEX,4.05,7128000000.0,234674.0,58.78
CLRO,1.67,94400000.0,14555.0,10.33
ADSK,5.44,13248000000.0,1717980.0,58.23
TSBK,2.05,72300000.0,6540.0,10.5
IKGH,0.29,68100000.0,52977.0,1.15
ECT,2.71,56500000.0,150673.0,3.21
SLXP,5.82,8093000000.0,2348230.0,127.0
BFIN,4.31,231700000.0,24113.0,11.46
NMFC,0,0,380187.0,14.53
KEM,0.21,177500000.0,209037.0,3.91
KEG,0.19,279300000.0,5188000.0,1.82
KED,0,0,47761.0,32.8
RYAM,0.83,842400000.0,769658.0,19.75
HSBC,3.24,191000000000.0,1721450.0,47.31
LNC,1.04,13603000000.0,1991800.0,52.36
KEY,2.83,11585000000.0,9992360.0,13.48
KEX,1.83,4561000000.0,714200.0,79.94
KEP,0.48,24560000000.0,389853.0,19.71
CWCO,2.42,164800000.0,78390.0,11.21
ACCO,0.55,948400000.0,1215600.0,8.46
TFSL,15.29,4240000000.0,345500.0,14.37
ITC,6.47,6727000000.0,1009590.0,43.57
UVSP,2.69,316800000.0,31000.0,19.54
DMRC,7.3,202600000.0,51503.0,28.16
BBD,2.79,58148000000.0,9427920.0,13.86
M,0.81,22816000000.0,5001020.0,66.08
ICAD,3.47,129800000.00000001,40047.0,8.35
IPCC,0.62,849100000.0,31345.0,73.87
ZGNX,5.51,203500000.0,2112210.0,1.33
BGMD,6.49,25100000.0,329219.0,0.7302
IPCI,5.41,50700000.0,61190.0,2.17
LGIH,0.79,285300000.0,212437.0,13.74
IPCM,1.06,730600000.0,156940.0,42.42
AMSWA,2.45,241200000.0,48253.0,8.54
NKTR,8.85,1895000000.0,1065670.0,14.75
FUEL,1.61,569500000.0,811461.0,13.79
TESS,0.35,193900000.0,18347.0,23.07
AXS,1.15,5329000000.0,614787.0,52.14
AXP,2.68,85632000000.0,4212840.0,83.3
CVCY,2.35,111000000.0,19742.0,10.11
AXX,0,38500000.0,34266.0,0.2957
AXE,0.4,2626000000.0,247703.0,79.98
AXL,0.51,1892000000.0,1176370.0,24.98
ENSV,1.21,70000000.0,127216.0,1.89
BBT,2.98,26659000000.0,3781840.0,36.99
ENSG,0.98,973300000.0,85534.0,43.3
HTCH,0.41,109200000.0,348732.0,3.39
CAVM,9.14,3276000000.0,669694.0,60.75
NWSA,1.02,9014000000.0,3943580.0,15.54
QQXT,0,0,18684.0,40.12
CSGS,1.08,813900000.0,175905.0,25.34
CENX,1.18,2097000000.0,1240480.0,23.58
CSGP,11.36,6058000000.0,210821.0,187.28
PAAS,2.17,1744000000.0,2907040.0,11.51
MCHX,0.88,168800000.0,348635.0,4.09
MCHP,4.56,9403000000.0,1906750.0,46.79
FTD,1.03,657700000.0,146902.0,34.64
REXR,12.32,718700000.0,193752.0,16.69
REXX,0.47,165500000.0,3349460.0,3.16
APAM,2.03,1709000000.0,292976.0,50.1
YORW,6.95,311600000.0,24544.0,24.33
MLNX,4.84,2065999999.9999998,476156.0,45.66
MBFI,3.99,1906000000.0,347211.0,29.79
BCLI,0,59600000.0,823092.0,3.9
HYH,1.29,2155000000.0,1030920.0,46.31
WSO,0.92,3593000000.0,192344.0,111.13
WSR,5.11,371700000.0,84986.0,16.28
WST,2.55,3652000000.0,276477.0,51.39
WTFC,2.62,2097000000.0,176608.0,44.81
PGNX,8.91,442400000.0,1106590.0,6.36
KERX,118.6,1237000000.0,1403540.0,13.45
AWAY,5.99,2556000000.0,1383880.0,27.105
VGSH,0,0,113863.0,61.08
MPAA,2.01,554500000.0,208853.0,30.97
SBLK,8.95,375900000.0,623473.0,4.13
FWM,0.24,185600000.0,544060.0,4.27
STCK,0.31,409400000.0,48955.0,15.64
POR,1.68,3182000000.0,621902.0,40.69
AGTC,250.11,398800000.0,75787.0,24.3
CLMS,1.04,271600000.0,101858.0,13.23
CLMT,0.3,1809000000.0,376931.0,26.05
FWP,0,761900000.0,69198.0,24.5
OCIP,3.08,1292000000.0,51906.0,16.05
JJSF,2.33,2138999999.9999998,52914.0,114.62
ALEX,3.2,1952000000.0,197440.0,40.04
OI,0.56,3867000000.0,1513960.0,23.45
CDXS,3.74,123000000.0,94758.0,3.11
OC,0.84,4641000000.0,1384820.0,39.47
OB,1.28,1601000000.0,61102.0,16.8
NTRS,3.61,15780000000.0,1057900.0,67.61
PLKI,6.02,1359000000.0,217073.0,58.26
BAGR,1.05,128800000.00000001,13561.0,4.92
NTRI,1.38,540500000.0,390619.0,19.11
COUP,5.92,1192000000.0,838468.0,14.91
FF,1.34,502400000.0,152990.0,11.49
REGN,16.12,42714000000.0,809829.0,423.77
DEI,7.02,4248999999.9999995,919253.0,29.34
DEJ,3.89,26800000.0,738968.0,0.1469
DEO,4.78,74192000000.0,468185.0,118.65
FXCM,0.26,115100000.0,8005790.0,2.44
DEG,0.33,8430999999.999999,77303.0,20.74
MSFT,4.25,387500000000.0,29452800.0,47.01
UPL,1.83,2069999999.9999998,2684880.0,13.51
UPI,1.05,27100000.0,147179.0,1.25
CFFN,8.36,1727000000.0,535790.0,12.66
SNHY,4.64,1022000000.0,67490.0,38.45
UPS,1.63,92650000000.0,3761160.0,102.35
PCBK,3.7,233500000.0,33444.0,13.18
IVC,0.36,470500000.0,146827.0,14.65
IVR,0,1930000000.0,1216340.0,15.68
IVZ,3.13,16113000000.0,2763530.0,37.4
ACC,6.49,4686000000.0,924982.0,44.58
NEO,2.89,233300000.0,289111.0,3.89
NEM,1.63,12215000000.0,10767600.0,24.49
ACE,1.92,37453000000.0,1346450.0,112.9
ACI,0.08,220800000.0,6944840.0,1.04
NEE,2.99,47904000000.0,2116730.0,109.75
ACN,1.84,55954000000.0,2592480.0,89.08
ACM,0.48,4101000000.0,1785600.0,26.66
ACW,0.32,217100000.0,174247.0,4.55
ACT,6.28,75548000000.0,2994320.0,285.02
HFC,0.33,6710000000.0,2700480.0,34.31
NEU,2.33,5459000000.0,44197.0,435.67
NES,0.1,48300000.0,539413.0,1.77
NEP,2.58,753600000.0,157194.0,40.32
BKD,2.3,6221000000.0,1897700.0,33.92
BKE,2.12,2436000000.0,289515.0,50.87
BKH,1.66,2302000000.0,202515.0,51.54
BKU,4.0,2879000000.0,841477.0,28.32
BKS,0.23,1469000000.0,716319.0,24.4
GILD,7.69,161600000000.0,17505400.0,107.11
MDVN,15.5,8255000000.000001,1092030.0,106.34
SJW,2.25,720500000.0,61310.0,35.6
ACHN,0,1563000000.0,7105040.0,15.595
MSEX,3.09,366400000.0,31063.0,22.74
ACHC,4.02,3668000000.0,369624.0,61.22
GDP,0.55,121300000.0,3130230.0,2.73
MEG,2.38,1331000000.0,734110.0,15.0
MEA,0.07,44900000.0,993637.0,0.77
MEI,1.61,1402000000.0,430439.0,36.57
MET,0.76,55427000000.0,6471700.0,48.79
MEP,0.09,535000000.0,201134.0,11.83
CPLP,4.21,814900000.0,638126.0,8.84
CPLA,2.04,855100000.0,76944.0,69.92
ESIO,1.48,228100000.0,103560.0,7.55
PDCO,1.16,5059000000.0,769852.0,51.2
PDCE,2.62,1612000000.0,1220240.0,45.75
DLNG,6.51,605700000.0,80771.0,17.05
QQEW,0,0,121503.0,42.85
AFSI,1.01,3905000000.0,1008520.0,52.2
KGC,1.09,3880000000.0,16225900.0,3.39
CPK,1.48,746400000.0,38329.0,51.18
CPL,1.01,6192000000.0,360966.0,12.87
CPN,1.12,8641000000.0,4708540.0,22.18
CPA,1.79,4865000000.0,705539.0,109.56
CPB,1.75,14652000000.0,1602110.0,46.76
CPE,2.23,320300000.0,1861670.0,5.8
CPF,3.76,729900000.0,218463.0,20.33
CPG,3.93,11045000000.0,255747.0,24.85
CPS,0.28,908800000.0,42497.0,53.07
CPT,8.08,6991000000.0,740942.0,80.92
NILE,0.89,402400000.0,138282.0,33.97
FCHI,0,0,2318.0,53.7781
VOYA,0.88,9704000000.0,1860040.0,39.4
EVAR,7.69,84000000.0,0.0,5.19
DGRS,0,0,4918.0,28.727
EVAL,0,0,2518.0,43.85
NBBC,3.41,303100000.0,63047.0,8.15
UEPS,0.88,545800000.0,262481.0,11.86
WRES,0.67,89600000.0,2441320.0,1.11
AAWW,0.65,1171000000.0,248998.0,47.21
ANFI,0.68,419300000.0,242100.0,11.67
DVAX,39.75,483800000.0,343034.0,18.4
MXWL,1.41,241900000.0,401144.0,8.26
HIMX,1.69,1502000000.0,3491550.0,8.77
SBSI,4.46,535500000.0,148274.0,28.31
MXL,2.36,313100000.0,171256.0,8.4
AWR,3.39,1590000000.0,176752.0,41.4
BONT,0.04,107100000.0,208287.0,5.24
NATI,3.22,3918000000.0,300129.0,30.71
NATL,0.9,533500000.0,25331.0,26.97
BONA,1.6,401200000.0,94821.0,6.59
ZMH,4.22,19826000000.0,972768.0,117.07
TAOM,2.93,141400000.0,17537.0,3.98
RUBI,5.07,572700000.0,303574.0,15.97
PLPM,2.08,94200000.0,217310.0,1.74
PAGP,0.08,3767000000.0,2352490.0,27.69
VTWV,0,0,5739.0,86.81
VTWO,0,0,70521.0,95.33
ASCMA,1.13,594700000.0,71153.0,43.91
VTWG,0,0,7924.0,103.95
DECK,1.71,2817000000.0,773768.0,81.34
USAC,3.94,830400000.0,129529.0,18.55
BBLU,8.02,100300000.0,299752.0,1.259
WUBA,15.46,3479000000.0,771924.0,39.62
USAP,0.78,144100000.0,19495.0,20.38
USAT,1.41,63600000.0,125739.0,1.78
PCYG,13.07,162100000.0,38008.0,9.44
PCYC,21.27,12644000000.0,836577.0,167.38
PCYO,32.61,108200000.0,57424.0,4.5
RGDO,0,35300000.0,482274.0,1.05
Q,1.9,7918000000.0,780648.0,61.96
CMLP,1.24,2882000000.0,989027.0,15.33
CMLS,0.7,849900000.0,1404600.0,3.66
XON,57.28,2951000000.0,866989.0,29.36
GLOG,4.8,1403000000.0,1366730.0,17.33
BAS,0.17,258899999.99999997,3631160.0,6.32
CRAY,2.14,1298000000.0,301297.0,33.41
CRAI,0.94,285800000.0,67560.0,29.99
TAXI,5.87,237000000.0,294976.0,9.51
IGTE,2.21,2796000000.0,243948.0,34.6
NOAH,4.61,1068000000.0000001,676769.0,19.13
KFX,2.11,596300000.0,201710.0,6.81
RLJ,4.37,4742000000.0,660321.0,36.16
OHAI,0,0,98292.0,4.71
SHEN,2.44,795200000.0,74973.0,32.98
LADR,3.28,959900000.0,90853.0,18.65
SBNY,7.61,6175000000.0,285389.0,122.72
TYC,1.72,17659000000.0,2607600.0,42.2
VIP,0.33,6587000000.0,2667050.0,3.8
VIV,1.65,22061000000.0,1505340.0,19.64
EXFO,0.91,207800000.0,34337.0,3.45
DPLO,0.65,1344000000.0,320421.0,26.13
STAR,5.13,1144000000.0,546224.0,13.43
NYCB,5.19,7029000000.0,2795990.0,15.88
HMLP,7.87,576800000.0,66192.0,21.92
STAY,3.36,4113000000.0000005,572947.0,20.1
STAG,10.77,1743000000.0,405427.0,27.05
STAA,3.59,284500000.0,231342.0,7.36
FUN,2.62,2989000000.0,215515.0,53.5
FUL,0.97,2061999999.9999998,340211.0,41.16
ORPN,0,109800000.0,26644.0,8.45
KNOP,5.13,505300000.0,61703.0,22.13
WIFI,2.51,294500000.0,295215.0,8.16
XOXO,3.23,445100000.0,111553.0,17.56
ALGT,2.8,3122000000.0,157623.0,177.33
ALGN,6.24,4673000000.0,658316.0,58.2
ESCA,1.35,227700000.0,23292.0,16.32
JBT,0.95,933300000.0,114724.0,32.05
ABY,6.25,2800000000.0,852494.0,35.0
JBL,0.25,4038000000.0000005,2777790.0,20.9
XOM,0.98,388600000000.0,15059800.0,91.76
FCSC,783.08,136900000.0,94061.0,3.35
DGI,3.31,2109999999.9999998,595682.0,28.07
DGX,1.4,10341000000.0,1626690.0,71.55
SWAY,12.18,956900000.0,363485.0,25.33
UNP,4.43,107500000000.0,4159730.0,121.33
HERO,0.12,113200000.0,3985290.0,0.7042
MTOR,0.39,1458000000.0,1546810.0,14.9
UNF,1.66,2372000000.0,85673.0,118.0
UNH,0.84,108600000000.0,4023670.0,111.61
UNM,0.77,8134000000.0,1945200.0,32.28
GBCI,5.22,1875000000.0,347331.0,24.99
OMC,1.22,18512000000.0,1355090.0,74.59
OMG,0.79,871500000.0,212640.0,28.28
ITI,0.78,56300000.0,33139.0,1.73
ITG,1.31,725700000.0,214718.0,20.86
OMI,0.24,2241000000.0,411689.0,35.53
OMN,0.33,334400000.0,157471.0,7.07
VIVO,3.88,742100000.0,319995.0,17.82
ITW,2.52,36642000000.0,1726600.0,93.73
ITT,1.25,3362000000.0,802731.0,36.7
AAC,5.24,596600000.0,98684.0,28.3
AAL,1.0,39772000000.0,13024300.0,55.45
AAN,0.93,2377000000.0,633226.0,32.8
AAT,7.53,1952000000.0,157292.0,44.75
AAP,1.26,11617000000.0,806763.0,159.23
BIN,1.72,3425000000.0,269826.0,29.97
BIO,1.52,3330000000.0,116729.0,114.98
BIG,0.47,2536000000.0,1380060.0,47.45
BID,3.09,2891000000.0,799150.0,41.9
TTPH,130.03,1116000000.0,561511.0,36.41
CIMT,2.03,94700000.0,191600.0,8.8
BIP,3.36,6396000000.0,172702.0,42.55
CYBR,3.69,312200000.0,1297290.0,36.06
HOLX,3.26,8254000000.0,1636530.0,29.62
CYBX,5.21,1515000000.0,395735.0,57.57
SLW,12.98,8551000000.0,6065830.0,23.47
SLP,8.44,109200000.0,11992.0,6.48
SLM,6.0,3935000000.0,4051390.0,9.28
TBIO,0.72,21200000.0,52208.0,2.62
SLH,3.51,3740000000.0,622445.0,54.82
HOLI,2.68,1469000000.0,367819.0,25.52
SLF,1.06,19325000000.0,330521.0,31.54
SLG,7.71,12601000000.0,685926.0,130.56
POOL,1.27,2826000000.0,183445.0,65.08
MCO,6.05,19656000000.0,1097740.0,94.23
MCK,0.31,50768000000.0,951579.0,218.94
MCF,1.91,565600000.0,212687.0,29.19
MCD,3.12,88240000000.0,6350940.0,90.67
MCC,0,0,669718.0,8.88
GFI,1.65,4234000000.0,6607180.0,5.5
GFN,0.69,212000000.0,36674.0,8.22
MCY,1.06,3236000000.0,173513.0,58.8
MCS,1.11,522700000.00000006,55697.0,19.07
MCP,0.14,85700000.0,4356110.0,0.3501
EXC,1.22,32092000000.0,6195260.0,37.34
EXA,2.52,146900000.0,18095.0,10.62
EXL,7.11,872700000.0,275702.0,14.28
EXK,1.33,290600000.0,1988890.0,2.85
EXH,0.63,1825000000.0,1206470.0,27.5
EXR,12.24,7763000000.0,744997.0,66.73
EXP,3.71,3645000000.0,919408.0,72.52
DLPH,1.21,20598000000.0,1771140.0,69.57
FBHS,1.61,7171000000.0,989921.0,45.45
FBR,2.29,6400000000.0,1091500.0,11.56
XLNX,4.25,10250000000.0,3503100.0,38.99
SLTC,2.36,37800000.0,6187.0,4.86
NMBL,7.92,1636000000.0,685682.0,22.89
KIN,0,137200000.0,144923.0,6.96
KIM,11.03,11643000000.0,3295250.0,28.3
HLSS,5.3,928200000.0,1692640.0,13.07
EOPN,2.54,201400000.0,478640.0,6.87
CRR,1.2,793900000.0,1047610.0,34.38
CRS,0.96,2130000000.0,374411.0,40.01
CRY,2.31,330800000.0,122984.0,11.84
C,2.1,147800000000.0,18145400.0,48.89
CRC,0,0,9809830.0,4.45
CRK,0.41,225400000.0,3052360.0,4.71
CRH,0.88,18429000000.0,629682.0,25.06
CRI,1.61,4468000000.0,508484.0,84.46
CRL,2.57,3312000000.0,337513.0,70.59
CRM,7.29,37721000000.0,4712450.0,59.78
IMOS,1.03,707400000.0,164494.0,23.91
PQ,0.89,207300000.0,953977.0,3.14
GLDD,0.61,481100000.0,293832.0,8.0
PB,4.27,3321000000.0,512097.0,47.59
PF,1.66,4312000000.0,1146920.0,36.77
PG,2.93,242100000000.0,7029950.0,89.58
PE,7.11,1911000000.0,1592650.0,17.11
PH,1.37,18248000000.0,1308950.0,122.76
PL,1.31,5546000000.0,582384.0,69.95
PM,4.24,129000000000.0,4663850.0,83.05
RMTI,8.78,467900000.0,1031540.0,10.73
IPGP,5.37,3959000000.0,482592.0,75.86
CBNK,4.75,79000000.0,6131.0,15.8
SPRT,1.19,102800000.0,134176.0,1.9
OPY,0.3,299200000.0,28663.0,21.95
EVGN,12.09,209500000.0,8145.0,8.28
ICEL,5.69,81800000.0,47436.0,5.17
CNXR,2.61,215100000.0,251545.0,9.92
FRSH,2.4,221700000.0,127769.0,13.07
OPB,4.64,759100000.0,65344.0,27.0
IDSY,1.67,77600000.0,34655.0,6.38
OPK,54.54,4936000000.0,2590210.0,11.37
SCSS,1.47,1567000000.0,765087.0,29.41
GDOT,1.54,927300000.0,508637.0,19.94
ANDE,0.27,1352000000.0,288819.0,47.85
SCSC,0.38,1136000000.0,129215.0,39.8
RYAAY,3.16,18865000000.0,343516.0,68.13
HAYN,1.05,488500000.0,40856.0,39.65
VGLT,0,0,49621.0,82.57
CHRW,0.82,10919000000.0,1649670.0,74.64
UFPT,1.16,163100000.0,15226.0,23.12
CHRS,25.95,736300000.0,183505.0,22.14
PSCT,0,0,29321.0,49.49
PSCU,0,0,3860.0,40.759
SBUX,3.88,65940000000.0,5291750.0,88.12
PSCH,0,0,11426.0,61.7168
PSCI,0,0,10182.0,44.87
PSCM,0,0,15871.0,40.09
PSCC,0,0,9203.0,54.2
UFPI,0.39,1024999999.9999999,71142.0,51.34
PSCD,0,0,11358.0,51.1313
PSCE,0,0,31026.0,27.45
WASH,4.33,645100000.0,23161.0,38.57
DXGE,0,0,26913.0,28.19
PSX,0.25,37860000000.0,5037390.0,68.4
AMBR,4.25,254700000.0,211669.0,10.01
GTE,0.96,632600000.0,1698070.0,2.21
AMBA,8.85,1754000000.0,2018680.0,57.84
MSG,3.65,5820000000.0,592627.0,75.05
JLL,1.31,6888000000.0,290824.0,153.67
CSCD,1.72,239200000.0,113440.0,14.61
CSCO,3.05,143000000000.0,28258800.0,27.97
USCR,0.51,360300000.0,102582.0,26.7
BBNK,3.59,322000000.0,20202.0,21.74
OVAS,0,1189000000.0,400650.0,49.98
APEI,1.74,597300000.0,128961.0,34.6
TYL,7.71,3673000000.0,267773.0,111.19
NAVB,56.01,267300000.0,1265260.0,1.78
NAVG,1.03,1052000000.0,40810.0,73.69
NAVI,3.15,7859000000.0,2121990.0,19.55
ISCA,2.22,1431000000.0,138813.0,30.71
VBLT,0,289100000.0,28477.0,14.5299
CRCM,2.21,253200000.0,82644.0,8.04
CNS,6.37,1990000000.0,116631.0,44.42
RVBD,2.94,3219000000.0,3171220.0,20.75
ICL,1.52,9178000000.0,388547.0,7.2
RVSB,2.74,97400000.0,29368.0,4.35
BERY,0.79,3899000000.0,1252790.0,33.06
LABL,1.28,989500000.0,69384.0,59.78
ICE,8.59,25051000000.0,809779.0,217.75
VOD,1.58,95318000000.0,5385550.0,36.01
VOC,2.52,89600000.0,149927.0,5.27
FB,19.37,216000000000.0,27892500.0,77.495
VNET,2.75,1151000000.0,1183260.0,17.53
FOSL,1.45,5067000000.0,824355.0,99.19
IMDZ,90.32,417200000.0,40124.0,24.72
STOR,15.11,2573000000.0,703578.0,23.2
STON,2.87,817200000.0,141416.0,28.05
IRDM,2.14,882100000.0,752442.0,9.41
FUR,4.78,577500000.0,202132.0,16.12
VCSH,0,0,773844.0,79.96
MINI,4.06,1714000000.0,226524.0,37.56
MIND,0.8,72100000.0,97510.0,5.78
GCAP,1.03,350700000.0,358053.0,8.48
CIB,3.55,11460000000.0,569073.0,47.66
MRTN,1.07,709500000.0,190385.0,21.24
CIG,0.84,5499000000.0,5256760.0,4.37
CIE,0,3509000000.0,4879540.0,8.62
CIO,0,0,64040.0,12.76
CIM,4.85,3298000000.0,5235560.0,3.21
BBSI,0.34,211200000.0,382008.0,29.68
CIR,1.06,893100000.0,159129.0,50.53
CIT,3.42,8388999999.999999,1284690.0,45.85
DAC,1.01,554900000.0,19039.0,5.06
DAL,1.03,41374000000.0,12297400.0,50.15
DAN,0.54,3666000000.0,2281470.0,21.64
PFS,4.13,1096000000.0,181423.0,17.55
PETX,908.13,598700000.0,275327.0,17.58
CUBE,11.52,4122000000.0,1244760.0,25.31
AEZS,0,35400000.0,1771000.0,0.54
SNTA,0,270900000.0,1049680.0,2.5
MACK,13.24,1028000000.0,1957280.0,9.71
DSGX,6.61,1114000000.0,24048.0,14.77
AGO,2.62,4146000000.0,1542840.0,25.6
AGN,9.54,67870000000.00001,2892640.0,227.83
AGM,3.41,308000000.0,39921.0,28.17
AGI,4.33,733600000.0,1165220.0,5.76
NYT,1.24,1983000000.0,766398.0,13.19
ERII,4.56,174800000.0,253648.0,3.37
AGU,0.93,15018000000.0,696992.0,104.5
ERIE,0.75,4696000000.0,40737.0,89.8
ERIC,1.45,40223000000.0,3435350.0,12.42
BWP,3.03,3794000000.0,1204160.0,15.6
BWS,0.52,1329000000.0,343726.0,30.36
SCLN,2.98,374200000.0,493255.0,7.37
BWA,1.52,12467000000.0,2115350.0,54.83
BWC,1.02,2971000000.0,671927.0,27.88
CTLT,1.84,3508000000.0,410045.0,28.33
MAS,1.04,9028000000.0,4052130.0,25.34
MAR,8.29,22503000000.0,2106670.0,79.415
MAT,1.55,9026000000.0,4561140.0,26.64
SNN,3.49,16024999999.999998,631014.0,35.89
HIVE,1.43,187900000.0,328566.0,4.31
SNI,3.76,10076000000.0,1017110.0,73.49
XRAY,2.44,7183000000.0,916213.0,50.75
MAC,11.15,12398000000.0,1149000.0,88.11
ACLS,1.4,277800000.0,320913.0,2.48
SNX,0.22,3110000000.0,179889.0,79.99
MAN,0.26,5309000000.0,727189.0,67.09
EVC,2.55,588300000.0,631273.0,6.7
EVR,2.18,1824000000.0,387466.0,50.66
ESPR,0,739700000.0,327026.0,47.9
LSG,1.75,363400000.0,540356.0,0.86
WSBC,3.75,943200000.0,76586.0,32.21
SLRC,0,0,234737.0,18.72
FTCS,0,0,14129.0,38.16
KKR,1.0,10549000000.0,2762070.0,24.61
KKD,2.73,1318000000.0,649608.0,20.35
CTT,11.21,457800000.0,177371.0,11.63
CTP,0.33,49700000.0,167031.0,6.85
CTS,1.32,534900000.0,67011.0,15.98
SPPI,2.48,447500000.0,692758.0,6.91
CWEI,1.46,706700000.0,193955.0,58.07
CTG,0.37,150100000.0,107550.0,8.1
CTB,0.59,2075000000.0000002,927544.0,35.71
CTL,1.23,22257000000.0,2981620.0,39.0
MOBL,5.64,688300000.0,344992.0,9.22
YOKU,5.65,3419000000.0,1997800.0,17.27
ORN,0.67,258700000.0,132421.0,9.4
ORI,0.65,3688000000.0,1320100.0,14.25
OCRX,338.26,127300000.0,91226.0,6.45
EVER,2.35,2178000000.0,317208.0,17.7
ORC,6.54,171300000.0,297413.0,13.1
EVEP,1.84,710100000.0,541853.0,14.62
ORA,2.28,1260000000.0,78279.0,27.68
PSEC,0,0,4160680.0,8.62
FARM,0.91,484600000.0,36632.0,30.28
FARO,2.91,968400000.0,144911.0,56.06
PSEM,2.26,290900000.0,148848.0,13.32
FSYS,0.64,222800000.0,123223.0,11.08
MNDL,0,0,276714.0,3.26
CALX,1.32,512200000.00000006,331119.0,10.02
CALL,1.01,131800000.00000001,308829.0,7.39
CALA,0,363600000.0,200466.0,20.28
CALD,5.73,743500000.0,377290.0,15.29
UTEK,3.72,473000000.0,339103.0,16.73
ZAYO,5.57,6644000000.0,464974.0,27.8
AMZN,1.7,143400000000.0,3956830.0,309.66
NPO,1.24,1469000000.0,154610.0,61.24
DAKT,0.91,534400000.0,181390.0,12.27
EGOV,4.22,1118000000.0,274289.0,17.12
NNBR,1.02,437900000.0,210355.0,23.1
DXPE,0.4,603200000.0,178308.0,41.7
PFNX,10.68,136700000.0,25727.0,6.71
GASS,1.86,235900000.0,201429.0,5.64
ITRI,0.75,1508000000.0,218856.0,38.61
RPRX,0,207800000.0,716956.0,8.56
BOBE,1.0,1351000000.0,348466.0,57.23
SUBK,3.44,254800000.0,16623.0,21.84
RICE,8.64,2524000000.0,1651580.0,18.52
XCO,0.7,571000000.0,3774280.0,2.11
CREE,2.42,4208999999.9999995,2565800.0,38.02
TSL,0.33,715600000.0,3249850.0,8.76
WYY,2.44,116600000.0,339779.0,1.43
WYN,2.05,10733000000.0,960134.0,87.26
PGTI,1.51,423800000.0,315945.0,8.9
SCCO,3.79,22630000000.0,2006820.0,27.66
ETFC,3.99,6996000000.0,2866790.0,24.19
B,1.55,1954000000.0,274521.0,35.88
CTWS,4.4,413000000.0,22755.0,37.17
VMI,0.93,2996000000.0,301942.0,121.77
TUP,1.17,3073000000.0,560731.0,61.0
VMC,3.15,9288000000.0,1079420.0,70.52
VMW,6.14,35498000000.0,1666630.0,82.46
HCLP,4.59,1310000000.0,575426.0,35.44
CLGX,2.35,3108000000.0,503469.0,34.63
AGRX,0,142800000.0,26836.0,7.68
STMP,5.58,756400000.0,165479.0,47.54
AGRO,1.4,933700000.0,172313.0,7.75
STML,600.96,175200000.0,188711.0,13.52
KRNY,11.49,919600000.0,17564.0,13.72
UNT,0.97,1522000000.0,561477.0,30.71
BLCM,241.24,673900000.0,1001020.0,26.07
HMHC,2.02,2830000000.0,669542.0,20.0
ROKA,16.17,71900000.0,115821.0,4.07
TSS,2.63,6480000000.0,840850.0,34.86
OSTK,0.38,556900000.0,204266.0,23.18
SKIS,0.93,100500000.0,245895.0,7.19
MILL,0.54,50800000.0,731161.0,1.09
QSR,13.22,13674000000.0,2144460.0,38.85
WIBC,4.05,740000000.0,319944.0,9.45
PAY,2.0,3831000000.0,1752070.0,33.8
